waveform	Ch0	
t0	3/24/2022  12:11:44.922525	
delta t	2.000000E-6	

time[0]	Ch0
3/24/2022  12:11:44.923467	1.053987E+1
3/24/2022  12:11:44.923469	1.053987E+1
3/24/2022  12:11:44.923471	1.053987E+1
3/24/2022  12:11:44.923473	1.053987E+1
3/24/2022  12:11:44.923475	1.053987E+1
3/24/2022  12:11:44.923477	1.053987E+1
3/24/2022  12:11:44.923479	1.053987E+1
3/24/2022  12:11:44.923481	1.053987E+1
3/24/2022  12:11:44.923483	1.053987E+1
3/24/2022  12:11:44.923485	1.053987E+1
3/24/2022  12:11:44.923487	1.053987E+1
3/24/2022  12:11:44.923489	1.053987E+1
3/24/2022  12:11:44.923491	1.053987E+1
3/24/2022  12:11:44.923493	1.053987E+1
3/24/2022  12:11:44.923495	1.053987E+1
3/24/2022  12:11:44.923497	1.053987E+1
3/24/2022  12:11:44.923499	1.053987E+1
3/24/2022  12:11:44.923501	1.053987E+1
3/24/2022  12:11:44.923503	1.053987E+1
3/24/2022  12:11:44.923505	1.053987E+1
3/24/2022  12:11:44.923507	1.053987E+1
3/24/2022  12:11:44.923509	1.053987E+1
3/24/2022  12:11:44.923511	1.053987E+1
3/24/2022  12:11:44.923513	1.053987E+1
3/24/2022  12:11:44.923515	1.053987E+1
3/24/2022  12:11:44.923517	1.053987E+1
3/24/2022  12:11:44.923519	1.053987E+1
3/24/2022  12:11:44.923521	1.053987E+1
3/24/2022  12:11:44.923523	1.053987E+1
3/24/2022  12:11:44.923525	1.053987E+1
3/24/2022  12:11:44.923527	1.053987E+1
3/24/2022  12:11:44.923529	1.053987E+1
3/24/2022  12:11:44.923531	1.053987E+1
3/24/2022  12:11:44.923533	1.053987E+1
3/24/2022  12:11:44.923535	1.053987E+1
3/24/2022  12:11:44.923537	1.053987E+1
3/24/2022  12:11:44.923539	1.053987E+1
3/24/2022  12:11:44.923541	1.053987E+1
3/24/2022  12:11:44.923543	1.053987E+1
3/24/2022  12:11:44.923545	1.053987E+1
3/24/2022  12:11:44.923547	1.053987E+1
3/24/2022  12:11:44.923549	1.053987E+1
3/24/2022  12:11:44.923551	1.053987E+1
3/24/2022  12:11:44.923553	1.053987E+1
3/24/2022  12:11:44.923555	1.053987E+1
3/24/2022  12:11:44.923557	1.053987E+1
3/24/2022  12:11:44.923559	1.053987E+1
3/24/2022  12:11:44.923561	1.053987E+1
3/24/2022  12:11:44.923563	1.053987E+1
3/24/2022  12:11:44.923565	1.053987E+1
3/24/2022  12:11:44.923567	1.053987E+1
3/24/2022  12:11:44.923569	1.053987E+1
3/24/2022  12:11:44.923571	1.053987E+1
3/24/2022  12:11:44.923573	1.053987E+1
3/24/2022  12:11:44.923575	1.053987E+1
3/24/2022  12:11:44.923577	1.053987E+1
3/24/2022  12:11:44.923579	1.053987E+1
3/24/2022  12:11:44.923581	1.053987E+1
3/24/2022  12:11:44.923583	1.053987E+1
3/24/2022  12:11:44.923585	1.053987E+1
